Modelo;ene-22;feb-22;mar-22;abr-22;may-22;jun-22;jul-22;ago-22;sep-22;oct-22;nov-22;dic-22;ene-23;feb-23;mar-23;abr-23;may-23;jun-23;jul-23;ago-23;sep-23;oct-23;nov-23;dic-23;ene-24;feb-24;mar-24;abr-24;may-24;jun-24;jul-24;ago-24;sep-24;oct-24;nov-24;dic-24;ene-25;feb-25;mar-25;abr-25;may-25;jun-25;jul-25;ago-25;sep-25;oct-25;nov-25;dic-25;ene-26
TAHNOS SABM 2-1E CTL;;;;1;;;3;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;
TORREGGIANI STK 1 + 2;;;;;;1;1;;2;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRAILERS GALLO TRAILER 1 EJE 02 PLAYO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;;;1;;1;;;;;1;1;
ACOPLANOA ACP-MB-4E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;;1;;;;;
ACOPLANOA S-CA-2E;;;;;;;;;;;;;;;;;1;2;;;;;;;;1;;;;;;;;;;;;;;;1;;;;;;;;
AIELLO SRP-348;;;;;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;1;;;;;
ASTIVIA A3-CARGA GENERAL-9;;;;;1;;1;;;1;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;
BACO SEM 1+2 EJES CARGA GENERAL;;;;1;;;;;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;;
BAIC X25;;;1;1;;;;;1;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BERTOTTO, BOGLIONE Y CIA. S.R. SEMIRREMOLQUE TANQUE 2 EJES (1+1) ABS CARGAS PELIG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;
BONANO ACOPLADO TERMICO DE 3 EJES.;1;;1;;;;1;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
BONANO SEMIRREMOLQUE JAULA GANADERA DE 1D+1D;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;;;;1;;;1;;1;
BONANO SEMIRREMOLQUE PLAYO DE 2D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;;;;;;;;1;;;1;;;;;;
BONANO SEMIRREMOLQUE PORTA CONTENEDOR 1+1+1 MAYOR A 45T;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;
BONANO SEMIRREMOLQUE PORTA CONTENEDOR 3D;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;;;;;;;;;;;;;2;;;1;;;
BONANO SEMIRREMOLQUE PORTA CONTENEDOR DE 3 EJES TANDEM;;;;;;;;;;3;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BULL TRAILER SR 55.3-1111;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;;;1;;;;;;1;;;
BULL TRAILER SR46.1-1112;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;3;;;1;;;;;;;;;;;;
CARROCERIAS APEZ AC V.B FMI;;;;2;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;1;;;;;;;;;;;;;;;
CHERY ARRIZO 5;3;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMAR CARRETON S16 CR;;;;;;;;;;;;;;1;1;;;;;;;;;;1;;;;;;;;;;;;;;;1;;1;;;;;;;
COMAR CARRETON SH-16A;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;2;;
COMAR TRAILER TA-10;1;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;
CORMETAL ACOPLADO 3 EJES C/BALLES VOLC BILAT AVXB21;;1;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1;;;
CORMETAL SVXB21;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;1;;;;;;;;;;2;;;;
DANES CISTERNA - STIC 3ED DD;;1;;;1;1;;;;;;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;
DOMY K2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;;;1;;;
DONGFENG CAPTAIN 815;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;3;
DONGFENG CAPTAIN C 815;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;1;;
DONGFENG CAPTAIN V 414;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;
EMIKEL PBARBUS 380 ACOPLADO 1 EJE;;;;;;;;1;;;;;1;;;;1;;;;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;
EMIKEL PBARBUS 600 ACOPLADO 2 EJES;;;;;;;2;;;;1;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;
FANGIO SRT2000000;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;2;;;
FERBUS KAISEN 250;;;;;;;;;;;;;;1;;;;;;1;;;1;;1;;;1;;;;;;;;;;;;;;;;;;;;;
FERBUS KAISEN 400 FT;;;;;;;;;;;;;;;;1;;;;;;;1;2;;;;;;;;;;;;;;;;;1;;;;;;;;
FERBUS KAISEN 600 FT 2E;;;;;;;;;;;1;;;;;;;;;;;;;;;2;;;;1;;;;;;;1;;;;;;;;;;;;
FERBUS KAISEN CR 400 1E;;1;1;1;;;;;;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FORD OTROS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;1;;;;;1;
GAC MOTOR EMKOO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;4;
GONELLA TANQUE DE 2 EJES (1 + 1);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;;;;;;;;;;;1;;;
GUERRA SR/FG/3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;3;
GUERRA SR-BV-1+2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;
HEEVEL CASARODANTE4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;1;;;;1;;1;;;;;;;;
HELVETICA SR 3E 1+1+1 MP;;;;;;;;;;;1;;;1;;;;2;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;
HERMANN FURGON TERMICO S.FT.3E.97 2+1;;;;;;;;;;;;;;;;;;;1;1;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;1;
HERMANN PALETERO S.PA.1E.60;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;
IDERO SEMI CARGA CONV 3E 1D2D S12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;1;2;
INDECAR SEMIRREMOLQUE 3 EJES (1+2) BATEA;;;;;;;;;;;1;;;;;;;1;;;;1;;;;;;;;;1;;;;;;;1;;;;;;;;;;;
INDU METAL TRAILERS AEG7535CO2CG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;;;;;1;;;;;1;;
INGENMET CDE 20/25;;;;;1;;1;;;;;;;;1;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;
JAC JACX200;;;;;;;;;;;;;1;;;1;;;;1;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;
JAC T9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;1;1;2
LAMBERT S12TA;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;;;1;;;;;;1;;1;;
LOMAS CAMPING TG400S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;2;;1;
MACTRAIL TU 20-10-M;;;;;;;;;1;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;
MACTRAIL TU 22-10-R;1;1;;;;;;;;;;;;;1;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
MACTRAIL TU 24-10-M;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;;1;;1;
MACTRAIL TU 26-15-M;1;;;;;;;;;;;;;;;1;;;;;;1;;;;;;;;;;1;;1;;;;;;;;;;;;;;;
MARCELINI SRC20NA;;;;;;;;;;;;;;;;1;;;;1;1;;;;;;;;2;;;;;;;;;;;;;;;;;;;;
METAL LINIERS ML1+2-30;;;;;;;;;;;;;;;;;;;;;1;;;;;1;;;1;;;;;;;;;;;;;;;;1;1;;;
METALURGICA ALEM A2E JAULA;;;;;;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
METALURGICA BELGRANO SEMIRREMOLQUE TANQUE 3 EJES EN TANDEM;;;;;1;;;1;;;;;;;;;;;;;;;1;;;;1;;;;;;1;;;;;;;;;;;;;;;;
MIC SEMI CARGA CONVENC. 3 EJES 1+1+1 (SBV111);;1;;;;;;;;;1;1;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MIC SEMI CARGA CONVENC. 3 EJES 1+1+1 (SP111-SBM111);;;;2;;;;;;;;;1;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MIC SEMI CARGA CONVENC. 3 EJES 1+2 (S12) BV;;;;;;;;;;;;;;;;;;;;;;;1;1;;;1;;;;;;;;;;;1;;1;;;;;;;;;
MM-MARTIN S-BAT-3E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;2;;;1;1;;;;;
MM-MARTIN SEMIRREMOLQUE 3 EJES (2+1);;;;;;1;1;;;;;1;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;
MONTENEGRO ACOPLADO JAULA GANADERA 3 EJES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;1;;1;;1;;;;
MONTENEGRO ACOPLADO TODO PUERTAS 4 EJES;;;;;;;2;;;;1;;;;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
MONTENEGRO PLAYO 3 EJES;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;;1;1;;;;1;;;
MONTENEGRO SEMIRREMOLQUE VOLCADOR TRASERO 1+1+1 EJES;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;;;;;;;;;1;1;;;;;;;;;;
MONTESUR SP3;;;;1;1;;;;1;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NAVATUC NT ACOPLADO PLAYO;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;1;;;;
NIÑO JESUS DE PRAGA SCP4ETCF CARRETON;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;1;;;;;;;;;
NUCTECH MT1213DE;;;;;;;;;;;;;;;;;;;;;;1;;3;;;;1;;;;;;;;;;;;;;;;;;;;;
OMBU AVB4E930;;1;;;;;;;;;;;1;1;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;
OMBU SBVT3E;;;1;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;;;;;;;1
OMBU SC2E930;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;;;;
OTROS TRAILER BASCULANTE 4M 1EJE;;;;;;;;;;;;;;;;;;;;;;;1;;2;;;;;1;1;;;;;;;;;;;;;;;;;;
PINCEN SH 2+1E;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;1;;;
PINCEN SH 2E;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;1;1;;;;
PINCEN SH 3E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;1;2;;;;
REMOLQUES RECONQUISTA AC0104 - 3 TODO PUERTA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;1;;2;;;
REMOLQUES RECONQUISTA AC0106- 3 GANADERO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;;2;1;;
RUBIOLO PLAYO BATAN (PL1002);;;;;;;;;;;;;;;;;;;;;;;1;;;;2;;;;;;1;;;;;;1;;;;;;;;;;
SALTO SCFT3E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;2;;;;
SALTO SCTT3E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;1;;1;1;;
SALTO SRCH1E;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SALTO SRP3E;;;;;;;;;;;;;;1;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANY SAC 1300S;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;;;1;1;;;;;;;;;;;
SANY STC 600S;;;;;;;;;1;;;;;;1;;;;;;;1;;;;;;;;;;;;1;;;;;;1;;;;;;;;;
SANY STC 700 T5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;1;;;;;;1;1;;
SANY STC400T5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;2;1;;
SCANIA G550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1;;3;;;
SHINERAY X7;;;1;;;1;;1;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;
SIN MARCA QF302;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;;;;;;;;;;1;1;;;;
SIN MARCA SHIP NAUTICO 2 EJES;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;;;;1;;;;2;;;;;
SIN MARCA THO1-N-6;;;;;;;;;;;;;;;;1;;2;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;
STAHL AV 5100;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TAHNOS SABM 2-1E CCI;;;;;;;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;
TOYOTA SUPRA;1;1;;;;;;1;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VOLVO B250R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;
XCMG QY110KH;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;2;;;;;;1;;;;;1;;;;
XCMG QY95KH;;;;;;;;;;;;;;;;;;;1;;;;1;;1;;;;;;1;;;1;;;;;;;;;;;;;;;
AA ASTARSA ACOPLADO/SEMIRREMOLQUE;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;1;;;;;;;;1;;;;;
AHT ALZUARTE CARGA GENERAL 2E;;;;;1;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
AHT ALZUARTE FURGON 2E;;;;;;;;;;;;;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;
AIELLO WHIM SRB 337;;;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;1;;
ARG METAL SEMIRREMOLQUE TOLVA AUTODESCARGABLE AR-25;;;;;;;1;;;1;;;;;;1;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;
ASTIVIA A2-PISO-9;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;;;1;;;;;;;;;1;;;;;;
ASTIVIA S2-TANQUE CORR.COMB.INF-9;;1;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;
ASTIVIA S3-BATEA VUELCO TRASERO-9;;;;;1;;;;;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AST-PRA APHDCFH3 FURGON TERMICO 3 EJES;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;;
BACO ACOPLADO 1+2 EJES PLAYO;;;;;;;2;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;
BAIC D20;;;;3;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BIANCHI SRVT30A;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;1
BONANO ACOPLADO JAULA GANADERA DE 1D+1D;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;2;;
BONANO ACOPLADO PLAYO DE 2 EJES;;;;;1;;1;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;
BONANO ACOPLADO VOLCADOR LATERAL/BILATERAL DE 4 EJES;;1;;;;1;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
BONANO SEMIRREMOLQUE CARNICERO DE 3 EJES TANDEM;;;;;;;;1;;;;;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BONANO SEMIRREMOLQUE PAQUETERO 3D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;;;;;
BONANO SEMIRREMOLQUE VOLCADOR TRASERO 1+1+1 MAYOR A 45T;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;2;;1;;
CARBALLIDO AC4EABS PLAYO;;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CARROCERIAS APEZ BERLIN;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;1;;1;;;;;;;;;;;;;;;
CASAS RODANTES LEONES 6.20M LCM 2E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;;;;1;1;
CHEVROLET CAPTIVA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;
COMAR CARRETON S24T;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COMAR CARRETON S8-25;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;1;
CORMETAL ACOPLADO 3 EJES C/BALLES CARR T PTAS ALXB21;;1;1;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;
CORMETAL SEMI 3 EJES EN TANDEM CARGA GRAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;
CRESCENTE 221-CU-604 ACOPLADO MODELO PUERTAS LIBRO (PL);;;1;;;;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI POLVERE ACOPLADO CISTERNA 4 EJES;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;1;;;;;;;;1;
DI POLVERE ST3R;;;;;1;;;;;;;1;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
DIMATAN SEMIRREMOLQUE DOS EJES EN TANDEM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;;2;
DIMATAN SEMIRREMOLQUE TANQUE TRES EJES (1+2);;;;;;1;;;;;;1;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;
FERBUS KAISEN 430 1E;;;;;;;;;;;;;3;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FERBUS KAISEN CR 570 2E;;;1;;2;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FERRARI 296;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;;;;;;;;;;;2;;;;;;;;
FORD A;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;1;;;;;;;1;
FORD CARGO 1723;;;;1;;;;;;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FOTON VIEW;;2;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GALLO AGG3 VUELCO BILATERAL;2;;;;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GOLONDRINA SR-3E-NJ;;;;;;;;;;;;;1;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GROSS SEMIRREMOLQUE SIDER TECHO MET. Y LONA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;;;;;;;1;;;;1;;;;
GROSS VOLCADOR BILATERAL 9,70 MTS (D2-D2);;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;1;;1;;;;;;;;;;;
GROSS VOLCADOR BILATERAL DE 8.80 MTS;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;2;;;
GUERRA SR/FG/1+2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;
GUERRA SR/SD/1+2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;;
H.C.MANCINI CARRETON TVM 01 E;1;1;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
H.C.MANCINI CARRETON TVM 12 T;;2;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HERMANN BARANDA VOLCABLE S.BV.2E.53;;;;;;;;;;;;1;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HERMANN BARANDA VOLCABLE S.BV.2E.53 1+1;;1;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;;;;;;;;;;;
HERMANN CARGA GENERAL A.CG.4E.10;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;
HERMANN CARGA GENERAL S.CG.3E.57;;;;;;;;1;;;;;;;2;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;
IDEROL SEMI CARGA CONV. 3E 3D S3-F3;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;2;;;
INDU METAL TRAILERS PL 750 CO1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;2;;1;;;;;;
IVECO KINGKAN 340;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;;;;1;;;;1;;;;;;;
LAMBERT A2JA;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;1;;;;;
LAMBERT S111PL;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;2;;;;;;;;;;;;;;;;
LAMBERT S3PC;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;
LEO-COR ACOPLADO/SEMIRREMOLQUE;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;
LEO-COR AGRO21 - CF;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;1;;;;;;;;;;;;;
LEO-COR LC-RA-11-SE-CD-15;;;1;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;;;;;;;;;
LEXUS ES;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;
LGMG CMT66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;1;
LOTUS EMIRA;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;1;;;;;1;;;;;
MACTRAIL ACOPLADO/SEMIRREMOLQUE;;;;;;;;;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MACTRAIL POLICIAL CHICO;;;;;;;;1;;;;;;;;;;2;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
MACTRAIL TU 24-10-R;;;;;1;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;
MARCELINI SRC24NTA;;;;1;;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;;;;
MERCEDES BENZ AMG GT 63 S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;2;;;;;
MERCEDES BENZ/MARCOPOLO PARADISO;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
METAGRO A -2+2- CG;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;1;;;;;1;;;;;;;;;1;;
METAGRO S-1+2 - BATEA A;;;;;;;2;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
METALURGICA ALEM A3E PLAYO;;;1;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
METALURGICA ALEM S3E BARANDA VOLCABLE;;;;;2;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1;;;;;;;;;
METALURGICA ALEM S3E PLAYO;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
METALURGICA BELGRANO SEMIRREMOLQUE 3 EJES TANDEM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;2;;
MIC SEMIRREMOLQUE DE 3 EJES (1+2) BV 14.5;;;;;;;;;;;;;;;;;;;;;;;;;1;;;2;;;;;;;;;1;;;;;;;;;;;;
MIC SEMIRREMOLQUE DE DOS EJES;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MILEI SRT-1 FRAQ-TANQ-MINERO-PETROL-AMBIENTAL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;;;;;;;;;;;;;;;;;
MM-MARTIN AVDF-A4-G;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;1;;;1;;
MONTENEGRO ACOPLADO TOLVA 3 EJES;;;;;1;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;
MONTENEGRO SEMIRREMOLQUE BARANDA VOLCABLE 1+1+1 EJES;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1;;;;1;;;;;;;;;;;;
MONTENEGRO SEMIRREMOLQUE FURGON ENCOMIENDA 2 EJES;;;;;;;;;;;;;;;;;;;;1;;;;;1;;;;;;1;;;;;;;;;;;;1;;;;;;
MONTENEGRO SEMIRREMOLQUE PORTA CONTENEDOR 3 EJES;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;
MONTESUR ABV3;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;
